País de origen	Nationality	País de nacimiento	Five-year age group	Sex	Period	Total
Lithuania	Extranjera	País de origen	Total	Males	2018	511
Lithuania	Extranjera	País de origen	Total	Males	2017	509
Lithuania	Extranjera	País de origen	Total	Males	2016	387
Lithuania	Extranjera	País de origen	Total	Males	2015	310
Lithuania	Extranjera	País de origen	Total	Males	2014	261
Lithuania	Extranjera	País de origen	Total	Males	2013	322
Lithuania	Extranjera	País de origen	Total	Males	2012	332
Lithuania	Extranjera	País de origen	Total	Males	2011	463
Lithuania	Extranjera	País de origen	Total	Males	2010	636
Lithuania	Extranjera	País de origen	Total	Males	2009	562
Lithuania	Extranjera	País de origen	Total	Males	2008	541
Lithuania	Extranjera	País de origen	Total	Females	2019	522
Lithuania	Extranjera	País de origen	Total	Females	2018	600
Lithuania	Extranjera	País de origen	Total	Females	2017	612
Lithuania	Extranjera	País de origen	Total	Females	2016	456
Lithuania	Extranjera	País de origen	Total	Females	2015	365
Lithuania	Extranjera	País de origen	Total	Females	2014	339
Lithuania	Extranjera	País de origen	Total	Females	2013	328
Lithuania	Extranjera	País de origen	Total	Females	2012	396
Lithuania	Extranjera	País de origen	Total	Females	2011	531
Lithuania	Extranjera	País de origen	Total	Females	2010	577
Lithuania	Extranjera	País de origen	Total	Females	2009	535
Lithuania	Extranjera	País de origen	Total	Females	2008	498
Lithuania	Extranjera	Otros	Total	Males	2019	50
Lithuania	Extranjera	Otros	Total	Males	2018	57
Lithuania	Extranjera	Otros	Total	Males	2017	36
Lithuania	Extranjera	Otros	Total	Males	2016	33
Lithuania	Extranjera	Otros	Total	Males	2015	23
Lithuania	Extranjera	Otros	Total	Males	2014	30
Lithuania	Extranjera	Otros	Total	Males	2013	30
Lithuania	Extranjera	Otros	Total	Males	2012	28
Lithuania	Extranjera	Otros	Total	Males	2011	26
Lithuania	Extranjera	Otros	Total	Males	2010	21
Lithuania	Extranjera	Otros	Total	Males	2009	17
Lithuania	Extranjera	Otros	Total	Males	2008	29
Lithuania	Extranjera	Otros	Total	Females	2019	32
Lithuania	Extranjera	Otros	Total	Females	2018	56
Lithuania	Extranjera	Otros	Total	Females	2017	33
Lithuania	Extranjera	Otros	Total	Females	2016	28
Lithuania	Extranjera	Otros	Total	Females	2015	29
Lithuania	Extranjera	Otros	Total	Females	2014	20
Lithuania	Extranjera	Otros	Total	Females	2013	19
Lithuania	Extranjera	Otros	Total	Females	2012	21
Lithuania	Extranjera	Otros	Total	Females	2011	15
Lithuania	Extranjera	Otros	Total	Females	2010	15
Lithuania	Extranjera	Otros	Total	Females	2009	15
Lithuania	Extranjera	Otros	Total	Females	2008	15
Norway	Spanish 	Spain	Total	Males	2019	86
Norway	Spanish 	Spain	Total	Males	2018	67
Norway	Spanish 	Spain	Total	Males	2017	81
Norway	Spanish 	Spain	Total	Males	2016	61
Norway	Spanish 	Spain	Total	Males	2015	38
Norway	Spanish 	Spain	Total	Males	2014	32
Norway	Spanish 	Spain	Total	Males	2013	29
Norway	Spanish 	Spain	Total	Males	2012	22
Norway	Spanish 	Spain	Total	Males	2011	18
Norway	Spanish 	Spain	Total	Males	2010	16
Norway	Spanish 	Spain	Total	Males	2009	22
Norway	Spanish 	Spain	Total	Males	2008	12
Norway	Spanish 	Spain	Total	Females	2019	57
Norway	Spanish 	Spain	Total	Females	2018	58
Norway	Spanish 	Spain	Total	Females	2017	61
Norway	Spanish 	Spain	Total	Females	2016	55
Norway	Spanish 	Spain	Total	Females	2015	36
Norway	Spanish 	Spain	Total	Females	2014	24
Norway	Spanish 	Spain	Total	Females	2013	21
Norway	Spanish 	Spain	Total	Females	2012	16
Norway	Spanish 	Spain	Total	Females	2011	23
Norway	Spanish 	Spain	Total	Females	2010	9
Norway	Spanish 	Spain	Total	Females	2009	11
Norway	Spanish 	Spain	Total	Females	2008	12
Norway	Spanish 	País de origen	Total	Males	2019	28
Norway	Spanish 	País de origen	Total	Males	2018	14
Norway	Spanish 	País de origen	Total	Males	2017	27
Norway	Spanish 	País de origen	Total	Males	2016	22
Norway	Spanish 	País de origen	Total	Males	2015	17
Norway	Spanish 	País de origen	Total	Males	2014	9
Norway	Spanish 	País de origen	Total	Males	2013	8
Norway	Spanish 	País de origen	Total	Males	2012	3
Norway	Spanish 	País de origen	Total	Males	2011	6
Norway	Spanish 	País de origen	Total	Males	2010	8
Norway	Spanish 	País de origen	Total	Males	2009	5
Norway	Spanish 	País de origen	Total	Males	2008	4
Norway	Spanish 	País de origen	Total	Females	2019	16
Norway	Spanish 	País de origen	Total	Females	2018	15
Norway	Spanish 	País de origen	Total	Females	2017	15
Norway	Spanish 	País de origen	Total	Females	2016	25
Norway	Spanish 	País de origen	Total	Females	2015	15
Norway	Spanish 	País de origen	Total	Females	2014	12
Norway	Spanish 	País de origen	Total	Females	2013	10
Norway	Spanish 	País de origen	Total	Females	2012	8
Norway	Spanish 	País de origen	Total	Females	2011	13
Norway	Spanish 	País de origen	Total	Females	2010	9
Norway	Spanish 	País de origen	Total	Females	2009	6
Norway	Spanish 	País de origen	Total	Females	2008	3
Norway	Spanish 	Otros	Total	Males	2019	36
Norway	Spanish 	Otros	Total	Males	2018	25
Norway	Spanish 	Otros	Total	Males	2017	27
Norway	Spanish 	Otros	Total	Males	2016	25
Norway	Spanish 	Otros	Total	Males	2015	17
Norway	Spanish 	Otros	Total	Males	2014	17
Norway	Spanish 	Otros	Total	Males	2013	15
Norway	Spanish 	Otros	Total	Males	2012	4
Norway	Spanish 	Otros	Total	Males	2011	6
Norway	Spanish 	Otros	Total	Males	2010	1
Norway	Spanish 	Otros	Total	Males	2009	3
Norway	Spanish 	Otros	Total	Males	2008	2
Norway	Spanish 	Otros	Total	Females	2019	24
Norway	Spanish 	Otros	Total	Females	2018	13
Norway	Spanish 	Otros	Total	Females	2017	11
Norway	Spanish 	Otros	Total	Females	2016	10
Norway	Spanish 	Otros	Total	Females	2015	10
Norway	Spanish 	Otros	Total	Females	2014	11
Norway	Spanish 	Otros	Total	Females	2013	4
Norway	Spanish 	Otros	Total	Females	2012	3
Norway	Spanish 	Otros	Total	Females	2011	2
Norway	Spanish 	Otros	Total	Females	2010	4
Norway	Spanish 	Otros	Total	Females	2009	1
Norway	Spanish 	Otros	Total	Females	2008	2
Norway	Extranjera	Spain	Total	Males	2019	7
Norway	Extranjera	Spain	Total	Males	2018	4
Norway	Extranjera	Spain	Total	Males	2017	5
Norway	Extranjera	Spain	Total	Males	2016	7
Norway	Extranjera	Spain	Total	Males	2015	5
Norway	Extranjera	Spain	Total	Males	2014	4
Norway	Extranjera	Spain	Total	Males	2013	7
Norway	Extranjera	Spain	Total	Males	2012	5
Norway	Extranjera	Spain	Total	Males	2011	4
Norway	Extranjera	Spain	Total	Males	2010	4
Norway	Extranjera	Spain	Total	Males	2009	7
Norway	Extranjera	Spain	Total	Males	2008	7
Norway	Extranjera	Spain	Total	Females	2019	3
Norway	Extranjera	Spain	Total	Females	2018	4
Norway	Extranjera	Spain	Total	Females	2017	8
Norway	Extranjera	Spain	Total	Females	2016	9
Norway	Extranjera	Spain	Total	Females	2015	4
Norway	Extranjera	Spain	Total	Females	2014	5
Norway	Extranjera	Spain	Total	Females	2013	2
Norway	Extranjera	Spain	Total	Females	2012	1
Norway	Extranjera	Spain	Total	Females	2011	4
Norway	Extranjera	Spain	Total	Females	2010	2
Norway	Extranjera	Spain	Total	Females	2009	0
Norway	Extranjera	Spain	Total	Females	2008	2
Norway	Extranjera	País de origen	Total	Males	2019	566
Norway	Extranjera	País de origen	Total	Males	2018	573
Norway	Extranjera	País de origen	Total	Males	2017	541
Norway	Extranjera	País de origen	Total	Males	2016	450
Norway	Extranjera	País de origen	Total	Males	2015	460
Norway	Extranjera	País de origen	Total	Males	2014	567
Norway	Extranjera	País de origen	Total	Males	2013	571
Norway	Extranjera	País de origen	Total	Males	2012	609
Norway	Extranjera	País de origen	Total	Males	2011	612
Norway	Extranjera	País de origen	Total	Males	2010	632
Norway	Extranjera	País de origen	Total	Males	2009	528
Norway	Extranjera	País de origen	Total	Males	2008	514
Norway	Extranjera	País de origen	Total	Females	2019	553
Norway	Extranjera	País de origen	Total	Females	2018	540
Norway	Extranjera	País de origen	Total	Females	2017	475
Norway	Extranjera	País de origen	Total	Females	2016	428
Norway	Extranjera	País de origen	Total	Females	2015	417
Norway	Extranjera	País de origen	Total	Females	2014	521
Norway	Extranjera	País de origen	Total	Females	2013	508
Norway	Extranjera	País de origen	Total	Females	2012	598
Norway	Extranjera	País de origen	Total	Females	2011	650
Norway	Extranjera	País de origen	Total	Females	2010	596
Norway	Extranjera	País de origen	Total	Females	2009	536
Norway	Extranjera	País de origen	Total	Females	2008	485
Norway	Extranjera	Otros	Total	Males	2019	139
Norway	Extranjera	Otros	Total	Males	2018	125
Norway	Extranjera	Otros	Total	Males	2017	130
Norway	Extranjera	Otros	Total	Males	2016	138
Norway	Extranjera	Otros	Total	Males	2015	111
Norway	Extranjera	Otros	Total	Males	2014	111
Norway	Extranjera	Otros	Total	Males	2013	103
Norway	Extranjera	Otros	Total	Males	2012	95
Norway	Extranjera	Otros	Total	Males	2011	96
Norway	Extranjera	Otros	Total	Males	2010	75
Norway	Extranjera	Otros	Total	Males	2009	57
Norway	Extranjera	Otros	Total	Males	2008	58
Norway	Extranjera	Otros	Total	Females	2019	196
Norway	Extranjera	Otros	Total	Females	2018	210
Norway	Extranjera	Otros	Total	Females	2017	222
Norway	Extranjera	Otros	Total	Females	2016	193
Norway	Extranjera	Otros	Total	Females	2015	184
Norway	Extranjera	Otros	Total	Females	2014	155
Norway	Extranjera	Otros	Total	Females	2013	114
Norway	Extranjera	Otros	Total	Females	2012	94
Norway	Extranjera	Otros	Total	Females	2011	130
Norway	Extranjera	Otros	Total	Females	2010	139
Norway	Extranjera	Otros	Total	Females	2009	83
Norway	Extranjera	Otros	Total	Females	2008	58
Switzerland	Spanish 	Spain	Total	Males	2019	881
Switzerland	Spanish 	Spain	Total	Males	2018	899
Switzerland	Spanish 	Spain	Total	Males	2017	986
Switzerland	Spanish 	Spain	Total	Males	2016	722
Switzerland	Spanish 	Spain	Total	Males	2015	587
Switzerland	Spanish 	Spain	Total	Males	2014	527
Switzerland	Spanish 	Spain	Total	Males	2013	434
Switzerland	Spanish 	Spain	Total	Males	2012	471
Switzerland	Spanish 	Spain	Total	Males	2011	464
Switzerland	Spanish 	Spain	Total	Males	2010	436
Switzerland	Spanish 	Spain	Total	Males	2009	487
Switzerland	Spanish 	Spain	Total	Males	2008	533
Switzerland	Spanish 	Spain	Total	Females	2019	685
Switzerland	Spanish 	Spain	Total	Females	2018	782
Switzerland	Spanish 	Spain	Total	Females	2017	809
Switzerland	Spanish 	Spain	Total	Females	2016	556
Switzerland	Spanish 	Spain	Total	Females	2015	475
Switzerland	Spanish 	Spain	Total	Females	2014	387
Switzerland	Spanish 	Spain	Total	Females	2013	338
Switzerland	Spanish 	Spain	Total	Females	2012	367
Switzerland	Spanish 	Spain	Total	Females	2011	376
Switzerland	Spanish 	Spain	Total	Females	2010	345
Switzerland	Spanish 	Spain	Total	Females	2009	394
Switzerland	Spanish 	Spain	Total	Females	2008	472
Switzerland	Spanish 	País de origen	Total	Males	2019	234
Switzerland	Spanish 	País de origen	Total	Males	2018	210
Switzerland	Spanish 	País de origen	Total	Males	2017	187
Switzerland	Spanish 	País de origen	Total	Males	2016	156
Switzerland	Spanish 	País de origen	Total	Males	2015	130
Switzerland	Spanish 	País de origen	Total	Males	2014	122
Switzerland	Spanish 	País de origen	Total	Males	2013	85
Switzerland	Spanish 	País de origen	Total	Males	2012	101
Switzerland	Spanish 	País de origen	Total	Males	2011	106
Switzerland	Spanish 	País de origen	Total	Males	2010	105
Switzerland	Spanish 	País de origen	Total	Males	2009	127
Switzerland	Spanish 	País de origen	Total	Males	2008	212
Switzerland	Spanish 	País de origen	Total	Females	2019	188
Switzerland	Spanish 	País de origen	Total	Females	2018	215
Switzerland	Spanish 	País de origen	Total	Females	2017	186
Switzerland	Spanish 	País de origen	Total	Females	2016	141
Switzerland	Spanish 	País de origen	Total	Females	2015	126
Switzerland	Spanish 	País de origen	Total	Females	2014	119
Switzerland	Spanish 	País de origen	Total	Females	2013	87
Switzerland	Spanish 	País de origen	Total	Females	2012	115
Switzerland	Spanish 	País de origen	Total	Females	2011	117
Switzerland	Spanish 	País de origen	Total	Females	2010	83
Switzerland	Spanish 	País de origen	Total	Females	2009	122
Switzerland	Spanish 	País de origen	Total	Females	2008	173
Switzerland	Spanish 	Otros	Total	Males	2019	105
Switzerland	Spanish 	Otros	Total	Males	2018	89
Switzerland	Spanish 	Otros	Total	Males	2017	94
Switzerland	Spanish 	Otros	Total	Males	2016	78
Switzerland	Spanish 	Otros	Total	Males	2015	62
Switzerland	Spanish 	Otros	Total	Males	2014	57
Switzerland	Spanish 	Otros	Total	Males	2013	46
Switzerland	Spanish 	Otros	Total	Males	2012	26
Switzerland	Spanish 	Otros	Total	Males	2011	27
Switzerland	Spanish 	Otros	Total	Males	2010	17
Switzerland	Spanish 	Otros	Total	Males	2009	22
Switzerland	Spanish 	Otros	Total	Males	2008	26
Switzerland	Spanish 	Otros	Total	Females	2019	112
Switzerland	Spanish 	Otros	Total	Females	2018	109
Switzerland	Spanish 	Otros	Total	Females	2017	104
Switzerland	Spanish 	Otros	Total	Females	2016	70
Switzerland	Spanish 	Otros	Total	Females	2015	89
Switzerland	Spanish 	Otros	Total	Females	2014	59
Switzerland	Spanish 	Otros	Total	Females	2013	49
Switzerland	Spanish 	Otros	Total	Females	2012	33
Switzerland	Spanish 	Otros	Total	Females	2011	29
Switzerland	Spanish 	Otros	Total	Females	2010	23
Switzerland	Spanish 	Otros	Total	Females	2009	24
Switzerland	Spanish 	Otros	Total	Females	2008	33
Switzerland	Extranjera	Spain	Total	Males	2019	7
Switzerland	Extranjera	Spain	Total	Males	2018	5
Switzerland	Extranjera	Spain	Total	Males	2017	8
Switzerland	Extranjera	Spain	Total	Males	2016	19
Switzerland	Extranjera	Spain	Total	Males	2015	14
Switzerland	Extranjera	Spain	Total	Males	2014	10
Switzerland	Extranjera	Spain	Total	Males	2013	10
Switzerland	Extranjera	Spain	Total	Males	2012	13
Switzerland	Extranjera	Spain	Total	Males	2011	7
Switzerland	Extranjera	Spain	Total	Males	2010	3
Switzerland	Extranjera	Spain	Total	Males	2009	5
Switzerland	Extranjera	Spain	Total	Males	2008	5
Switzerland	Extranjera	Spain	Total	Females	2019	11
Switzerland	Extranjera	Spain	Total	Females	2018	21
Switzerland	Extranjera	Spain	Total	Females	2017	19
Switzerland	Extranjera	Spain	Total	Females	2016	21
Switzerland	Extranjera	Spain	Total	Females	2015	13
Switzerland	Extranjera	Spain	Total	Females	2014	15
Switzerland	Extranjera	Spain	Total	Females	2013	19
Switzerland	Extranjera	Spain	Total	Females	2012	14
Switzerland	Extranjera	Spain	Total	Females	2011	11
Switzerland	Extranjera	Spain	Total	Females	2010	10
Switzerland	Extranjera	Spain	Total	Females	2009	10
Switzerland	Extranjera	Spain	Total	Females	2008	10
Switzerland	Extranjera	País de origen	Total	Males	2019	536
Switzerland	Extranjera	País de origen	Total	Males	2018	555
Switzerland	Extranjera	País de origen	Total	Males	2017	603
Switzerland	Extranjera	País de origen	Total	Males	2016	460
Switzerland	Extranjera	País de origen	Total	Males	2015	432
Switzerland	Extranjera	País de origen	Total	Males	2014	356
Switzerland	Extranjera	País de origen	Total	Males	2013	369
Switzerland	Extranjera	País de origen	Total	Males	2012	406
Switzerland	Extranjera	País de origen	Total	Males	2011	384
Switzerland	Extranjera	País de origen	Total	Males	2010	359
Switzerland	Extranjera	País de origen	Total	Males	2009	349
Switzerland	Extranjera	País de origen	Total	Males	2008	385
Switzerland	Extranjera	País de origen	Total	Females	2019	550
Switzerland	Extranjera	País de origen	Total	Females	2018	538
Switzerland	Extranjera	País de origen	Total	Females	2017	581
Switzerland	Extranjera	País de origen	Total	Females	2016	457
Switzerland	Extranjera	País de origen	Total	Females	2015	388
Switzerland	Extranjera	País de origen	Total	Females	2014	395
Switzerland	Extranjera	País de origen	Total	Females	2013	351
Switzerland	Extranjera	País de origen	Total	Females	2012	384
Switzerland	Extranjera	País de origen	Total	Females	2011	372
Switzerland	Extranjera	País de origen	Total	Females	2010	377
Switzerland	Extranjera	País de origen	Total	Females	2009	392
Switzerland	Extranjera	País de origen	Total	Females	2008	399
Switzerland	Extranjera	Otros	Total	Males	2019	406
Switzerland	Extranjera	Otros	Total	Males	2018	409
Switzerland	Extranjera	Otros	Total	Males	2017	384
Switzerland	Extranjera	Otros	Total	Males	2016	326
Switzerland	Extranjera	Otros	Total	Males	2015	302
Switzerland	Extranjera	Otros	Total	Males	2014	265
Switzerland	Extranjera	Otros	Total	Males	2013	241
Switzerland	Extranjera	Otros	Total	Males	2012	237
Switzerland	Extranjera	Otros	Total	Males	2011	250
Switzerland	Extranjera	Otros	Total	Males	2010	198
Switzerland	Extranjera	Otros	Total	Males	2009	200
Switzerland	Extranjera	Otros	Total	Males	2008	180
Switzerland	Extranjera	Otros	Total	Females	2019	419
Switzerland	Extranjera	Otros	Total	Females	2018	414
Switzerland	Extranjera	Otros	Total	Females	2017	411
Switzerland	Extranjera	Otros	Total	Females	2016	306
Switzerland	Extranjera	Otros	Total	Females	2015	321
Switzerland	Extranjera	Otros	Total	Females	2014	234
Switzerland	Extranjera	Otros	Total	Females	2013	257
Switzerland	Extranjera	Otros	Total	Females	2012	285
Switzerland	Extranjera	Otros	Total	Females	2011	271
Switzerland	Extranjera	Otros	Total	Females	2010	221
Switzerland	Extranjera	Otros	Total	Females	2009	249
Switzerland	Extranjera	Otros	Total	Females	2008	209
Ukraine	Spanish 	Spain	Total	Males	2019	15
Ukraine	Spanish 	Spain	Total	Males	2018	13
Ukraine	Spanish 	Spain	Total	Males	2017	12
Ukraine	Spanish 	Spain	Total	Males	2016	11
Ukraine	Spanish 	Spain	Total	Males	2015	8
Ukraine	Spanish 	Spain	Total	Males	2014	6
Ukraine	Spanish 	Spain	Total	Males	2013	12
Ukraine	Spanish 	Spain	Total	Males	2012	12
Ukraine	Spanish 	Spain	Total	Males	2011	13
Ukraine	Spanish 	Spain	Total	Males	2010	8
Ukraine	Spanish 	Spain	Total	Males	2009	18
Ukraine	Spanish 	Spain	Total	Males	2008	14
Ukraine	Spanish 	Spain	Total	Females	2019	8
Ukraine	Spanish 	Spain	Total	Females	2018	7
Ukraine	Spanish 	Spain	Total	Females	2017	6
Ukraine	Spanish 	Spain	Total	Females	2016	6
Ukraine	Spanish 	Spain	Total	Females	2015	6
Ukraine	Spanish 	Spain	Total	Females	2014	8
Ukraine	Spanish 	Spain	Total	Females	2013	4
Ukraine	Spanish 	Spain	Total	Females	2012	4
Ukraine	Spanish 	Spain	Total	Females	2011	6
Ukraine	Spanish 	Spain	Total	Females	2010	7
Ukraine	Spanish 	Spain	Total	Females	2009	9
Ukraine	Spanish 	Spain	Total	Females	2008	13
Ukraine	Spanish 	País de origen	Total	Males	2019	42
Ukraine	Spanish 	País de origen	Total	Males	2018	52
Ukraine	Spanish 	País de origen	Total	Males	2017	57
Ukraine	Spanish 	País de origen	Total	Males	2016	31
Ukraine	Spanish 	País de origen	Total	Males	2015	23
Ukraine	Spanish 	País de origen	Total	Males	2014	16
Ukraine	Spanish 	País de origen	Total	Males	2013	7
Ukraine	Spanish 	País de origen	Total	Males	2012	17
Ukraine	Spanish 	País de origen	Total	Males	2011	10
Ukraine	Spanish 	País de origen	Total	Males	2010	13
Ukraine	Spanish 	País de origen	Total	Males	2009	28
Ukraine	Spanish 	País de origen	Total	Males	2008	24
Ukraine	Spanish 	País de origen	Total	Females	2019	26
Ukraine	Spanish 	País de origen	Total	Females	2018	71
Ukraine	Spanish 	País de origen	Total	Females	2017	71
Ukraine	Spanish 	País de origen	Total	Females	2016	40
Ukraine	Spanish 	País de origen	Total	Females	2015	24
Ukraine	Spanish 	País de origen	Total	Females	2014	18
Ukraine	Spanish 	País de origen	Total	Females	2013	7
Ukraine	Spanish 	País de origen	Total	Females	2012	9
Ukraine	Spanish 	País de origen	Total	Females	2011	12
Ukraine	Spanish 	País de origen	Total	Females	2010	6
Ukraine	Spanish 	País de origen	Total	Females	2009	12
Ukraine	Spanish 	País de origen	Total	Females	2008	31
Ukraine	Spanish 	Otros	Total	Males	2019	2
Ukraine	Spanish 	Otros	Total	Males	2018	1
Ukraine	Spanish 	Otros	Total	Males	2017	3
Ukraine	Spanish 	Otros	Total	Males	2016	1
Ukraine	Spanish 	Otros	Total	Males	2015	7
Ukraine	Spanish 	Otros	Total	Males	2014	0
Ukraine	Spanish 	Otros	Total	Males	2013	0
Ukraine	Spanish 	Otros	Total	Males	2012	4
Ukraine	Spanish 	Otros	Total	Males	2011	1
Ukraine	Spanish 	Otros	Total	Males	2010	""
Ukraine	Spanish 	Otros	Total	Males	2009	1
Ukraine	Spanish 	Otros	Total	Males	2008	""
Ukraine	Spanish 	Otros	Total	Females	2019	2
Ukraine	Spanish 	Otros	Total	Females	2018	0
Ukraine	Spanish 	Otros	Total	Females	2017	0
Ukraine	Spanish 	Otros	Total	Females	2016	3
Ukraine	Spanish 	Otros	Total	Females	2015	1
Ukraine	Spanish 	Otros	Total	Females	2014	0
Ukraine	Spanish 	Otros	Total	Females	2013	1
Ukraine	Spanish 	Otros	Total	Females	2012	1
Ukraine	Spanish 	Otros	Total	Females	2011	0
Ukraine	Spanish 	Otros	Total	Females	2010	""
Ukraine	Spanish 	Otros	Total	Females	2009	0
Ukraine	Spanish 	Otros	Total	Females	2008	3
Ukraine	Extranjera	Spain	Total	Males	2019	12
Ukraine	Extranjera	Spain	Total	Males	2018	20
Ukraine	Extranjera	Spain	Total	Males	2017	32
Ukraine	Extranjera	Spain	Total	Males	2016	35
Ukraine	Extranjera	Spain	Total	Males	2015	36
Ukraine	Extranjera	Spain	Total	Males	2014	39
Ukraine	Extranjera	Spain	Total	Males	2013	25
Ukraine	Extranjera	Spain	Total	Males	2012	26
Ukraine	Extranjera	Spain	Total	Males	2011	22
Ukraine	Extranjera	Spain	Total	Males	2010	35
Ukraine	Extranjera	Spain	Total	Males	2009	56
Ukraine	Extranjera	Spain	Total	Males	2008	40
Ukraine	Extranjera	Spain	Total	Females	2019	14
Ukraine	Extranjera	Spain	Total	Females	2018	15
Ukraine	Extranjera	Spain	Total	Females	2017	22
Ukraine	Extranjera	Spain	Total	Females	2016	21
Ukraine	Extranjera	Spain	Total	Females	2015	32
Ukraine	Extranjera	Spain	Total	Females	2014	30
Ukraine	Extranjera	Spain	Total	Females	2013	18
Ukraine	Extranjera	Spain	Total	Females	2012	25
Ukraine	Extranjera	Spain	Total	Females	2011	21
Ukraine	Extranjera	Spain	Total	Females	2010	33
Ukraine	Extranjera	Spain	Total	Females	2009	26
Ukraine	Extranjera	Spain	Total	Females	2008	28
Ukraine	Extranjera	País de origen	Total	Males	2019	3,384
Ukraine	Extranjera	País de origen	Total	Males	2018	3,493
Ukraine	Extranjera	País de origen	Total	Males	2017	3,302
Ukraine	Extranjera	País de origen	Total	Males	2016	2,780
Ukraine	Extranjera	País de origen	Total	Males	2015	3,937
Ukraine	Extranjera	País de origen	Total	Males	2014	2,319
Ukraine	Extranjera	País de origen	Total	Males	2013	1,138
Ukraine	Extranjera	País de origen	Total	Males	2012	1,171
Ukraine	Extranjera	País de origen	Total	Males	2011	1,766
Ukraine	Extranjera	País de origen	Total	Males	2010	1,710
Ukraine	Extranjera	País de origen	Total	Males	2009	1,683
Ukraine	Extranjera	País de origen	Total	Males	2008	2,778
Ukraine	Extranjera	País de origen	Total	Females	2019	4,194
Ukraine	Extranjera	País de origen	Total	Females	2018	4,195
Ukraine	Extranjera	País de origen	Total	Females	2017	4,060
Ukraine	Extranjera	País de origen	Total	Females	2016	3,631
Ukraine	Extranjera	País de origen	Total	Females	2015	4,437
Ukraine	Extranjera	País de origen	Total	Females	2014	2,946
Ukraine	Extranjera	País de origen	Total	Females	2013	1,861
Ukraine	Extranjera	País de origen	Total	Females	2012	2,210
Ukraine	Extranjera	País de origen	Total	Females	2011	3,023
Ukraine	Extranjera	País de origen	Total	Females	2010	2,930
Ukraine	Extranjera	País de origen	Total	Females	2009	2,776
Ukraine	Extranjera	País de origen	Total	Females	2008	3,651
Ukraine	Extranjera	Otros	Total	Males	2019	132
Ukraine	Extranjera	Otros	Total	Males	2018	126
Ukraine	Extranjera	Otros	Total	Males	2017	99
Ukraine	Extranjera	Otros	Total	Males	2016	130
Ukraine	Extranjera	Otros	Total	Males	2015	139
Ukraine	Extranjera	Otros	Total	Males	2014	114
Ukraine	Extranjera	Otros	Total	Males	2013	60
Ukraine	Extranjera	Otros	Total	Males	2012	59
Ukraine	Extranjera	Otros	Total	Males	2011	47
Ukraine	Extranjera	Otros	Total	Males	2010	44
Ukraine	Extranjera	Otros	Total	Males	2009	41
Ukraine	Extranjera	Otros	Total	Males	2008	51
Ukraine	Extranjera	Otros	Total	Females	2019	134
Ukraine	Extranjera	Otros	Total	Females	2018	159
Ukraine	Extranjera	Otros	Total	Females	2017	142
Ukraine	Extranjera	Otros	Total	Females	2016	147
Ukraine	Extranjera	Otros	Total	Females	2015	177
Ukraine	Extranjera	Otros	Total	Females	2014	168
Ukraine	Extranjera	Otros	Total	Females	2013	117
Ukraine	Extranjera	Otros	Total	Females	2012	85
Ukraine	Extranjera	Otros	Total	Females	2011	78
Ukraine	Extranjera	Otros	Total	Females	2010	59
Ukraine	Extranjera	Otros	Total	Females	2009	74
Ukraine	Extranjera	Otros	Total	Females	2008	93
Moldova	Spanish 	Spain	Total	Males	2019	1
Moldova	Spanish 	Spain	Total	Males	2018	0
Moldova	Spanish 	Spain	Total	Males	2017	0
Moldova	Spanish 	Spain	Total	Males	2016	0
Moldova	Spanish 	Spain	Total	Males	2015	4
Moldova	Spanish 	Spain	Total	Males	2014	0
Moldova	Spanish 	Spain	Total	Males	2013	0
Moldova	Spanish 	Spain	Total	Males	2012	""
Moldova	Spanish 	Spain	Total	Males	2011	""
Moldova	Spanish 	Spain	Total	Males	2010	""
Moldova	Spanish 	Spain	Total	Males	2009	1
Moldova	Spanish 	Spain	Total	Males	2008	""
Moldova	Spanish 	Spain	Total	Females	2019	0
Moldova	Spanish 	Spain	Total	Females	2018	0
Moldova	Spanish 	Spain	Total	Females	2017	0
Moldova	Spanish 	Spain	Total	Females	2016	0
Moldova	Spanish 	Spain	Total	Females	2015	2
Moldova	Spanish 	Spain	Total	Females	2014	""
Moldova	Spanish 	Spain	Total	Females	2013	""
Moldova	Spanish 	Spain	Total	Females	2012	""
Moldova	Spanish 	Spain	Total	Females	2011	1
Moldova	Spanish 	Spain	Total	Females	2010	""
Moldova	Spanish 	Spain	Total	Females	2009	""
Moldova	Spanish 	Spain	Total	Females	2008	""
Moldova	Spanish 	País de origen	Total	Males	2019	0
Moldova	Spanish 	País de origen	Total	Males	2018	0
Moldova	Spanish 	País de origen	Total	Males	2017	0
Moldova	Spanish 	País de origen	Total	Males	2016	1
Moldova	Spanish 	País de origen	Total	Males	2015	""
Moldova	Spanish 	País de origen	Total	Males	2014	1
Moldova	Spanish 	País de origen	Total	Males	2013	1
Moldova	Spanish 	País de origen	Total	Males	2012	""
Moldova	Spanish 	País de origen	Total	Males	2011	""
Moldova	Spanish 	País de origen	Total	Males	2010	""
Moldova	Spanish 	País de origen	Total	Males	2009	""
Moldova	Spanish 	País de origen	Total	Males	2008	3
Moldova	Spanish 	País de origen	Total	Females	2019	0
Moldova	Spanish 	País de origen	Total	Females	2018	0
Moldova	Spanish 	País de origen	Total	Females	2017	1
Moldova	Spanish 	País de origen	Total	Females	2016	0
Moldova	Spanish 	País de origen	Total	Females	2015	""
